0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.2575200981815926,0.23935876365312403,0.19050313372631766,0.13349434723229248,0.07827654619969682,0.06556974504238111,0.07204383707428974,0.1211198206446169,0.1797993189467033,0.21743578142254893,0.1767931539699794,0.12143568126348336,0.1153608680648599,0.14888819176859425,0.21250257191810773,0.28805769365805656,0.3598780255458638,0.4263901224810529,0.5039736797549867,0.5350974862497804,0.4642364961965839,0.3659685941459365,0.26742247152358756,0.17093235113420313,0.11961133476773345,0.11357955600566916,0.11355277757108961,0.12322045905518708,0.1588673925416253,0.13472970573046528,0.14423969218821275,0.22677544446315823,0.2873978787397071,0.3251258659754699,0.3236700266169654,0.3505142116786213,0.35515265114482686,0.4384472852834991,0.5256026007218697,0.551813176980894,0.5564361901915893,0.5945097581337326,0.6616565648235757,0.729758881674083,0.77350125146133,0.8203104937154095,0.8668889406863474,0.8772563946657299,0.8666933533548389,0.8817777542090055,0.894413954153054,0.9255497543194955,0.9101704049642323,0.936674156711145,0.9459109007017577,0.9289452063864174,0.883646903368748,0.8226106062543566,0.8042135644180086,0.770376832174168,0.7635414859783736,0.786044557162096,0.8203886304323418,0.8753419073594517,0.9053514758951846,0.9121700911523019,0.9297442764085706,0.9457389032694876,0.9737499027537875,0.93676676187077,0.8530141335049106,0.7714799500539686,0.6867039838175986,0.5988727638829792,0.5016567577261664,0.42205813970715633,0.3605246265123423,0.3885256903518228,0.4673929388542346,0.5653165260460677,0.6598855408430206,0.7397814975902746,0.8208927445553234,0.8458721614690439,0.8025463131587549,0.7382634673056461,0.6837456682048941,0.6385338555256657,0.5849129556250197,0.52863435283989,0.464417882766047,0.4214745126288295,0.3580783901025355,0.2932024399970521,0.23435737964679193,0.17013651638545868,0.10843070599868998,0.06703369135758264,0.07324173141600321,0.09316225974006498,0.13719264719685542,0.21061957051211921,0.28371633303153754,0.3391928574907719,0.39951329216249354,0.4613222946519109,0.5209369626259268,0.5840231440787993,0.6434724631877877,0.7194355621652222,0.7805994089725545,0.8384476251782638,0.8684783656487247,0.8985366027609856,0.9063006290998303,0.9063567525573268,0.9132579504695033,0.937010303307598,0.9356001638681426,0.8753123745028186,0.8366639526549196,0.8136448413644461,0.7867640546895154,0.7917132574319923,0.8237692461365564,0.8822380573105426,0.9406904890770549,0.9726335999266618,0.9786694950145924,0.9861744059180233,0.9790098303725006,0.9697529079402369,0.9170462402971045,0.839837098762295,0.7604053543987903,0.671640891653329,0.6137998518004535,0.5372041250811606,0.4397572458310113,0.34787498999908495,0.2776265361412693,0.28843639655800946,0.3625775462987506,0.4578266109323872,0.5538864946536788,0.6334739001938896,0.7294431555887542,0.8268376111966895,0.9074438896282344,0.9835309513709958,0.9694316445362348,0.9020200577502036,0.8279056678755023,0.7437110356664114,0.689700138339854,0.6461545942704983,0.5968306289389447,0.5406773552189672,0.4974828197687411,0.4362223083824892,0.3601656960001747,0.3055822770510144,0.2500108033361266,0.1903228973632114,0.14200982363926284,0.10470197333871134,0.09307972047500668,0.12333778913181037,0.17883316611664934,0.2413017516372924,0.3017300514480512,0.3660174253857815,0.4348244576365312,0.49451780536688217,0.5541549878612533,0.6250748415120593,0.6879460080126192,0.7532095053262653,0.8030222022122202,0.8519783039997759,0.8922856538689294,0.9267860452618346,0.9309388104233505,0.9481351234434379,0.9718672546025986,0.9731718124214228,0.9630522192036248,0.9709842160771722,0.9348141545987398,0.9006537883953363,0.856566957001855,0.834704636316395,0.835000516535596,0.8655975167431111,0.9260154471821864,0.9933195467963727,0.9999999999999996,0.9670696001195869,0.9304153102558907,0.9177179753614628,0.9165311619546963,0.894393301595128,0.8397953363241357,0.7607135542695196,0.6724624035002278,0.5876506620860606,0.48954063527296166,0.41283318922267,0.42253514612772625,0.49969973304664794,0.5931318916774222,0.6734122245474832,0.7709896593685879,0.8687369585219469,0.9489974354635531,0.9859255463987107,0.932318566142651,0.8666547035311605,0.7940321333454521,0.7118664933855641,0.6457383652794775,0.5892247918103406,0.5343031140119878,0.49063831475738473,0.446658576933181,0.38703107719933927,0.3102173646640525,0.25570688528531793,0.1963054120518435,0.13437479246409278,0.07343319689943106,0.022433367985825736,0.0,0.005242184331611721,0.009613486376733427,0.06112504585557543,0.11746430790002416,0.17633335290370056,0.24304470982142412,0.31230612960269966,0.37377285809677296,0.44632475641274905,0.5127129914556829,0.5784479255401314,0.6438967298709768,0.6996434487073433,0.7547612728403186,0.7662485352993698,0.7895855643183656,0.8248099973733036,0.8343213395920404,0.8459201298742527,0.881513935431419,0.900619074750582,0.8834735602165655
